"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"F_PPM";"U_PPM";"CA_PCT";"FE_PCT";"MG_PCT";"TI_PCT"
5459;"DAH843";;-53.3699107029503;-3.57449342831869;"1521-ES-S-305";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"10";;"25";;;;;"15";"25";;;;;;;;;;;;;;;
5460;"DAH843";;-53.3699107029503;-3.57449342831869;"1521-ES-S-305";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5461;"DAH843";;-53.3699107029503;-3.57449342831869;"1521-ES-S-305";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"110";;;;;
5462;"DAH843";;-53.3699107029503;-3.57449342831869;"1521-ES-S-305";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
5463;"DAH843";;-53.3699107029503;-3.57449342831869;"1521-ES-S-305";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"300";"< 1";"ND";"ND";"10";"100";"50";"50";"700";"ND";"10";"15";"20";"ND";"10";"ND";"ND";"200";"ND";"30";"ND";"1000";;;"0,1";"5";"0,2";"> 1"
5464;"DAH844";;-53.248364761;-3.525423013;"1521-ES-S-306";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5465;"DAH844";;-53.248364761;-3.525423013;"1521-ES-S-306";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
5466;"DAH844";;-53.248364761;-3.525423013;"1521-ES-S-306";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5467;"DAH844";;-53.248364761;-3.525423013;"1521-ES-S-306";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"10";;"5";;;;;"15";"5";;;;;;;;;;;;;;;
5468;"DAH844";;-53.248364761;-3.525423013;"1521-ES-S-306";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5469;"DAH844";;-53.248364761;-3.525423013;"1521-ES-S-306";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"90";;;;;
5470;"DAH844";;-53.248364761;-3.525423013;"1521-ES-S-306";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
5471;"DAH844";;-53.248364761;-3.525423013;"1521-ES-S-306";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"200";"1";"ND";"ND";"10";"70";"10";"50";"500";"ND";"15";"15";"< 10";"ND";"10";"ND";"ND";"100";"ND";"50";"ND";"> 1000";;;"< 0,05";"5";"0,1";"1"
5472;"DAH845";;-53.440011006;-3.572517567;"1521-ES-S-307";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5473;"DAH845";;-53.440011006;-3.572517567;"1521-ES-S-307";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
5474;"DAH845";;-53.440011006;-3.572517567;"1521-ES-S-307";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5475;"DAH845";;-53.440011006;-3.572517567;"1521-ES-S-307";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"ND";;"< 5";;;;;"< 5";"< 5";;;;;;;;;;;;;;;
5476;"DAH845";;-53.440011006;-3.572517567;"1521-ES-S-307";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5477;"DAH845";;-53.440011006;-3.572517567;"1521-ES-S-307";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
5478;"DAH845";;-53.440011006;-3.572517567;"1521-ES-S-307";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
5479;"DAH845";;-53.440011006;-3.572517567;"1521-ES-S-307";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"100";"< 1";"ND";"ND";"5";"20";"< 5";"ND";"70";"ND";"< 10";"ND";"< 10";"ND";"ND";"ND";"ND";"20";"ND";"10";"ND";"> 1000";;;"< 0,05";"0,2";"0,02";"0,3"
5480;"DAH846";;-53.4307232938936;-3.54924246315087;"1521-ES-S-308";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5481;"DAH846";;-53.4307232938936;-3.54924246315087;"1521-ES-S-308";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
5482;"DAH846";;-53.4307232938936;-3.54924246315087;"1521-ES-S-308";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5483;"DAH846";;-53.4307232938936;-3.54924246315087;"1521-ES-S-308";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"10";;"5";;;;;"40";"< 5";;;;;;;;"10";;;;;;;
5484;"DAH846";;-53.4307232938936;-3.54924246315087;"1521-ES-S-308";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5485;"DAH846";;-53.4307232938936;-3.54924246315087;"1521-ES-S-308";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"600";;;;;
5486;"DAH846";;-53.4307232938936;-3.54924246315087;"1521-ES-S-308";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5487;"DAH846";;-53.4307232938936;-3.54924246315087;"1521-ES-S-308";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"2000";"2";"ND";"ND";"10";"200";"10";"70";"200";"ND";"15";"50";"10";"ND";"15";"ND";"100";"150";"ND";"30";"ND";"500";;;"0,2";"5";"1,5";"1"
5488;"DAH847";;-53.436801483;-3.551284102;"1521-ES-S-309";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5489;"DAH847";;-53.436801483;-3.551284102;"1521-ES-S-309";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
5490;"DAH847";;-53.436801483;-3.551284102;"1521-ES-S-309";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5491;"DAH847";;-53.436801483;-3.551284102;"1521-ES-S-309";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"5";;"5";;;;;"5";"5";;;;;;;;"15";;;;;;;
5492;"DAH847";;-53.436801483;-3.551284102;"1521-ES-S-309";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5493;"DAH847";;-53.436801483;-3.551284102;"1521-ES-S-309";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
5494;"DAH847";;-53.436801483;-3.551284102;"1521-ES-S-309";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5495;"DAH847";;-53.436801483;-3.551284102;"1521-ES-S-309";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"150";"< 1";"ND";"ND";"5";"50";"10";"ND";"300";"ND";"10";"7";"< 10";"ND";"5";"ND";"ND";"70";"ND";"10";"ND";"1000";;;"0,1";"1,5";"0,1";"1"
5496;"DAH848";;-53.417597717;-3.551184307;"1521-ES-S-310";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5497;"DAH848";;-53.417597717;-3.551184307;"1521-ES-S-310";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;;
5498;"DAH848";;-53.417597717;-3.551184307;"1521-ES-S-310";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5499;"DAH848";;-53.417597717;-3.551184307;"1521-ES-S-310";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"< 5";;"25";;;;;"20";"20";;;;;;;;"65";;;;;;;
5500;"DAH848";;-53.417597717;-3.551184307;"1521-ES-S-310";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5501;"DAH848";;-53.417597717;-3.551184307;"1521-ES-S-310";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"110";;;;;
5502;"DAH848";;-53.417597717;-3.551184307;"1521-ES-S-310";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5503;"DAH848";;-53.417597717;-3.551184307;"1521-ES-S-310";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"300";"1";"ND";"ND";"5";"150";"50";"70";"100";"< 5";"15";"20";"70";"ND";"20";"ND";"ND";"150";"ND";"50";"ND";"700";;;"0,05";"1,5";"0,3";"> 1"
5504;"DAH849";;-53.410001507;-3.565523094;"1521-ES-S-311";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5505;"DAH849";;-53.410001507;-3.565523094;"1521-ES-S-311";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
5506;"DAH849";;-53.410001507;-3.565523094;"1521-ES-S-311";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5507;"DAH849";;-53.410001507;-3.565523094;"1521-ES-S-311";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"< 5";;"5";;;;;"< 5";"10";;;;;;;;"20";;;;;;;
5508;"DAH849";;-53.410001507;-3.565523094;"1521-ES-S-311";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5509;"DAH849";;-53.410001507;-3.565523094;"1521-ES-S-311";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
5510;"DAH849";;-53.410001507;-3.565523094;"1521-ES-S-311";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
5511;"DAH849";;-53.410001507;-3.565523094;"1521-ES-S-311";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"150";"< 1";"ND";"ND";"7";"20";"10";"20";"1500";"< 5";"20";"5";"10";"ND";"10";"ND";"ND";"500";"ND";"85";"ND";"1000";;;"0,1";"5";"7,0000000000000007E-2";"> 1"
5512;"DAH850";;-53.410001507;-3.565523094;"1521-ES-S-312";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5513;"DAH850";;-53.410001507;-3.565523094;"1521-ES-S-312";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
5514;"DAH850";;-53.410001507;-3.565523094;"1521-ES-S-312";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5515;"DAH850";;-53.410001507;-3.565523094;"1521-ES-S-312";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"5";;"5";;;;;"< 5";"10";;;;;;;;"20";;;;;;;
5516;"DAH850";;-53.410001507;-3.565523094;"1521-ES-S-312";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5517;"DAH850";;-53.410001507;-3.565523094;"1521-ES-S-312";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
5518;"DAH850";;-53.410001507;-3.565523094;"1521-ES-S-312";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5519;"DAH850";;-53.410001507;-3.565523094;"1521-ES-S-312";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"100";"< 1";"ND";"ND";"7";"20";"7";"20";"1500";"ND";"15";"< 5";"< 10";"ND";"5";"ND";"ND";"300";"ND";"85";"ND";"1000";;;"0,1";"5";"0,05";"> 1"
5520;"DAH851";;-53.407767508;-3.577877967;"1521-ES-S-313";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5521;"DAH851";;-53.407767508;-3.577877967;"1521-ES-S-313";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;;
5522;"DAH851";;-53.407767508;-3.577877967;"1521-ES-S-313";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5523;"DAH851";;-53.407767508;-3.577877967;"1521-ES-S-313";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"15";;"55";;;;;"30";"5";;;;;;;;"60";;;;;;;
5524;"DAH851";;-53.407767508;-3.577877967;"1521-ES-S-313";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5525;"DAH851";;-53.407767508;-3.577877967;"1521-ES-S-313";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"60";;;;;
5526;"DAH851";;-53.407767508;-3.577877967;"1521-ES-S-313";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5527;"DAH851";;-53.407767508;-3.577877967;"1521-ES-S-313";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"300";"1";"ND";"ND";"10";"1000";"70";"20";"1500";"ND";"15";"30";"10";"ND";"10";"ND";"ND";"200";"ND";"20";"ND";"> 1000";;;"0,5";"3";"0,3";"> 1"
5528;"DAH852";;-53.417827227;-3.5269319;"1521-ES-S-314";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5529;"DAH852";;-53.417827227;-3.5269319;"1521-ES-S-314";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
5530;"DAH852";;-53.417827227;-3.5269319;"1521-ES-S-314";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5531;"DAH852";;-53.417827227;-3.5269319;"1521-ES-S-314";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"5";;"5";;;;;"5";"10";;;;;;;;"15";;;;;;;
5532;"DAH852";;-53.417827227;-3.5269319;"1521-ES-S-314";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5533;"DAH852";;-53.417827227;-3.5269319;"1521-ES-S-314";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
5534;"DAH852";;-53.417827227;-3.5269319;"1521-ES-S-314";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5535;"DAH852";;-53.417827227;-3.5269319;"1521-ES-S-314";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"200";"< 1";"ND";"ND";"5";"50";"5";"ND";"1000";"ND";"10";"7";"< 10";"ND";"5";"ND";"ND";"50";"ND";"30";"ND";"> 1000";;;"0,05";"1,5";"0,1";"0,7"
5536;"DAH853";;-53.3776743581953;-3.51381063477259;"1521-ES-S-315";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5537;"DAH853";;-53.3776743581953;-3.51381063477259;"1521-ES-S-315";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"4";;;;;;;;;;;;;;;;;;;;;
5538;"DAH853";;-53.3776743581953;-3.51381063477259;"1521-ES-S-315";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5539;"DAH853";;-53.3776743581953;-3.51381063477259;"1521-ES-S-315";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"15";;"10";;;;;"20";"15";;;;;;;;"40";;;;;;;
5540;"DAH853";;-53.3776743581953;-3.51381063477259;"1521-ES-S-315";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5541;"DAH853";;-53.3776743581953;-3.51381063477259;"1521-ES-S-315";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"90";;;;;
5542;"DAH853";;-53.3776743581953;-3.51381063477259;"1521-ES-S-315";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5543;"DAH853";;-53.3776743581953;-3.51381063477259;"1521-ES-S-315";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"500";"1";"ND";"ND";"10";"100";"20";"ND";"1000";"ND";"10";"20";"10";"ND";"5";"ND";"ND";"70";"ND";"30";"ND";"> 1000";;;"0,1";"3";"0,15";"1"
5544;"DAH854";;-53.3820321970321;-3.50997791573469;"1521-ES-S-316";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5545;"DAH854";;-53.3820321970321;-3.50997791573469;"1521-ES-S-316";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
5546;"DAH854";;-53.3820321970321;-3.50997791573469;"1521-ES-S-316";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5547;"DAH854";;-53.3820321970321;-3.50997791573469;"1521-ES-S-316";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"< 5";;"< 5";;;;;"< 5";"< 5";;;;;;;;"10";;;;;;;
5548;"DAH854";;-53.3820321970321;-3.50997791573469;"1521-ES-S-316";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5549;"DAH854";;-53.3820321970321;-3.50997791573469;"1521-ES-S-316";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
5550;"DAH854";;-53.3820321970321;-3.50997791573469;"1521-ES-S-316";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
